Symbol,MarketCap,Price,Circulating Supply,Volume24h,percent_1H,percent_24H,percent_7D,Date
BTC,132375366112.04,7711.11,17166837,5132480000.0,-0.28,3.76,14.98,20180723
ETH,45481301170.81,450.85,100878338,1596999936.0,-0.33,-1.96,-5.68,20180723
XRP,17506329967.03,0.4453,39315683476,194542000.0,-0.04,-1.18,-6.32,20180723
LTC,4742938829.73,82.43,57536757,296071008.0,-0.4,-1.04,-1.93,20180723
ADA,4252765625.04,0.164,25927070538,147071008.0,-1.31,-4.03,6.36,20180723
USDT,2600612089.33,0.9975,2607140346,2808819968.0,0.01,-0.16,-0.29,20180723
BNB,1148051007.28,12.02,95512523,28137700.0,-0.48,-0.65,-9.01,20180723
DOGE,395957347.53,0.003431,115405812286,8372820.0,-0.19,-1.26,21.5,20180723
BTC,144634910426.1,8424.27,17168837,7277689856.0,1.48,9.1,14.5,20180724
ETH,48368208488.53,479.37,100898903,2287520000.0,0.55,6.16,-4.82,20180724
XRP,17991761212.51,0.4576,39315683476,319956000.0,-0.28,2.71,-10.33,20180724
LTC,5138587218.92,89.29,57552507,440572992.0,0.63,8.28,-1.22,20180724
ADA,4489842583.25,0.1732,25927070538,191390000.0,-0.15,4.85,-0.13,20180724
USDT,2498377945.4,0.9965,2507140346,4417310208.0,0.04,-0.12,-0.38,20180724
BNB,1160009110.02,12.15,95512523,46762700.0,0.18,0.9,-11.46,20180724
DOGE,417763028.41,0.00362,115419775188,10829100.0,0.76,5.63,12.37,20180724
BTC,140482952749.03,8181.39,17171037,5845400064.0,-1.04,-1.94,11.25,20180725
ETH,47683832032.34,472.49,100919656,1930780032.0,-0.8,-1.09,-1.44,20180725
XRP,18078491520.05,0.4598,39315683476,255872000.0,-0.87,0.37,-5.2,20180725
LTC,4967065521.46,86.28,57568007,310156992.0,-1.2,-2.86,-1.42,20180725
ADA,4478408748.63,0.1727,25927070538,123649000.0,-0.45,-0.26,-3.44,20180725
USDT,2504109161.26,0.9988,2507140346,3514560000.0,0.16,0.6,-0.17,20180725
BNB,1235874714.71,12.94,95512523,72083200.0,0.31,6.7,-0.41,20180725
DOGE,408948854.52,0.003543,115433577062,13195600.0,0.01,-1.42,-2.44,20180725
BTC,136553081050.15,7951.58,17173075,4899089920.0,0.08,-3.29,6.77,20180726
ETH,46839930911.1,464.04,100940081,1621560064.0,0.09,-2.27,-0.67,20180726
XRP,17688912256.28,0.4499,39315683476,199587008.0,0.07,-2.66,-4.85,20180726
LTC,4838652545.49,84.03,57584157,286579008.0,0.27,-3.41,-2.8,20180726
ADA,4271873786.09,0.1648,25927070538,84282200.0,0.62,-4.79,-8.43,20180726
USDT,2502003142.67,0.998,2507140346,2894500096.0,-0.14,0.15,-0.07,20180726
BNB,1279609903.56,13.4,95512523,61881400.0,1.6,3.62,4.27,20180726
DOGE,391735300.0,0.003393,115447499883,6916450.0,0.81,-3.76,-10.17,20180726
BTC,140235569581.44,8165.01,17175187,5195879936.0,-0.9,2.85,11.35,20180727
ETH,47417753872.85,469.67,100960588,1734259968.0,-0.52,1.19,4.09,20180727
XRP,17834970354.47,0.4536,39315683476,203720992.0,-0.81,1.0,1.81,20180727
LTC,4864859020.01,84.46,57597107,358798016.0,-0.45,0.84,2.67,20180727
ADA,4291967122.97,0.1655,25927070538,103693000.0,-1.35,1.18,1.63,20180727
USDT,2499914757.66,0.9971,2507140346,3092310016.0,-0.03,-0.13,-0.35,20180727
BNB,1329792198.65,13.92,95512523,66040700.0,0.29,4.92,16.01,20180727
DOGE,394605473.85,0.003418,115461392845,5090340.0,-0.9,1.04,0.68,20180727
BTC,140716567259.77,8192.15,17177000,3988750080.0,0.01,-0.09,10.34,20180728
ETH,47147854921.78,466.9,100981058,1531890048.0,-0.1,-0.84,0.44,20180728
XRP,17836228758.84,0.4537,39315683476,157346000.0,0.02,-0.27,-0.15,20180728
LTC,4817687972.24,83.62,57611307,279804992.0,-0.32,-1.11,-0.97,20180728
ADA,4235964707.11,0.1634,25927070538,51592200.0,0.13,-1.59,-2.18,20180728
USDT,2501842796.54,0.9979,2507140346,2298899968.0,-0.17,-0.06,-0.12,20180728
BNB,1394645192.37,14.6,95512523,75159904.0,-0.04,4.69,19.01,20180728
DOGE,392607812.4,0.0034,115475264688,3341480.0,-0.59,-1.04,-0.27,20180728
BTC,141185844136.46,8218.46,17179112,4107190016.0,0.29,0.01,9.27,20180729
ETH,47133882528.8,466.67,101001536,1631910016.0,0.33,-0.26,0.59,20180729
XRP,17822034801.11,0.4533,39315683476,191966000.0,0.28,-0.26,-0.57,20180729
LTC,4845428768.9,84.08,57625982,276696000.0,0.27,-0.22,-0.25,20180729
ADA,4234227706.92,0.1633,25927070538,47319500.0,0.14,-0.14,-6.31,20180729
USDT,2504430152.39,0.9989,2507140346,2404489984.0,0.07,0.03,0.07,20180729
BNB,1339200206.22,14.02,95512523,56547100.0,0.69,-3.66,15.19,20180729
DOGE,381945743.03,0.003307,115489156618,5890530.0,0.27,-3.46,-6.09,20180729
BTC,140547106557.81,8180.48,17180800,5551400960.0,0.09,-0.01,5.44,20180730
ETH,46175204454.01,457.08,101021958,2141590400.0,0.29,-1.68,0.91,20180730
XRP,17539019188.33,0.4461,39315683476,247714448.0,0.01,-1.3,0.28,20180730
LTC,4775335467.28,82.85,57638382,313997952.0,0.25,-1.09,-0.13,20180730
ADA,3995020450.89,0.1541,25927070538,69612568.0,-0.38,-5.06,-7.0,20180730
USDT,2504406391.87,0.9989,2507140346,4311411200.0,-0.05,0.01,0.16,20180730
BNB,1262375355.49,13.22,95512523,35991640.0,0.14,-4.63,10.46,20180730
DOGE,377999614.91,0.003273,115502968754,13732205.0,0.17,-0.82,-5.02,20180730
BTC,133688533943.2,7780.44,17182637,5287527424.0,0.7,-4.66,-6.13,20180731
ETH,43838988427.02,433.87,101042564,1820684416.0,0.31,-4.88,-8.95,20180731
XRP,17111151155.3,0.4352,39315683476,228767184.0,0.49,-2.23,-4.77,20180731
LTC,4594973916.46,79.7,57651682,319361824.0,0.52,-3.45,-9.46,20180731
ADA,3715277266.62,0.1433,25927070538,93183840.0,0.87,-6.58,-17.07,20180731
USDT,2460926388.26,0.9995,2462140346,3253104640.0,-0.01,0.02,0.65,20180731
BNB,1315720038.22,13.78,95512523,66536956.0,-1.59,4.22,12.16,20180731
DOGE,340164779.82,0.002945,115516860447,14253550.0,-1.85,-10.03,-16.68,20180731
BTC,131030119111.07,7624.91,17184487,4797622784.0,0.17,-1.4,-6.93,20180801
ETH,42521931986.77,420.75,101062960,1888055296.0,0.12,-2.86,-11.35,20180801
XRP,17528975387.3,0.4459,39315683476,323200320.0,0.48,2.93,-3.61,20180801
LTC,4489426223.3,77.86,57663482,301530048.0,0.42,-2.16,-10.48,20180801
ADA,3653142034.71,0.1409,25927070538,79987904.0,0.58,-1.02,-18.32,20180801
USDT,2395724255.02,0.9994,2397140346,3059191040.0,0.07,-0.02,0.27,20180801
BNB,1296473450.85,13.57,95512523,53833692.0,-0.29,-2.45,4.97,20180801
DOGE,365020041.75,0.003159,115530774327,14829656.0,2.6,5.98,-10.18,20180801
BTC,130052090257.03,7567.15,17186400,4214110976.0,-0.13,-1.0,-5.69,20180802
ETH,41709205424.29,412.62,101083521,1569295744.0,-0.14,-2.18,-11.9,20180802
XRP,16915732907.08,0.4303,39315683476,204898352.0,-0.28,-3.48,-5.01,20180802
LTC,4391535070.62,76.14,57677982,285466400.0,-0.44,-2.25,-10.05,20180802
ADA,3420839895.29,0.1319,25927070538,68531440.0,-0.66,-6.62,-20.32,20180802
USDT,2418743875.8,1.0007,2417140346,2539463424.0,0.1,0.21,0.24,20180802
BNB,1354067016.97,14.18,95512523,50481156.0,3.65,3.88,6.71,20180802
DOGE,340388083.38,0.002946,115544665459,6942239.0,-0.56,-4.25,-13.76,20180802
BTC,127785837398.05,7434.39,17188475,4627154944.0,-0.19,-1.15,-9.41,20180803
ETH,42287949542.59,418.26,101104040,1722343808.0,-0.04,1.98,-10.97,20180803
XRP,17314390130.33,0.4406,39299874590,278870464.0,-0.11,2.55,-3.34,20180803
LTC,4473143874.55,77.54,57691582,298295008.0,0.09,1.86,-8.25,20180803
ADA,3377123974.06,0.1303,25927070538,77768872.0,-1.01,0.05,-21.47,20180803
USDT,2434934934.15,0.9991,2437140346,2843799808.0,-0.04,-0.16,0.05,20180803
BNB,1350035833.51,14.13,95512523,70449288.0,1.05,1.84,1.55,20180803
DOGE,337172473.74,0.002918,115558606403,9546948.0,-0.09,-1.0,-15.2,20180803
BTC,120899675386.27,7032.85,17190712,4268387584.0,-0.08,-5.51,-14.33,20180804
ETH,41183260331.21,407.25,101124649,1466537216.0,0.16,-2.56,-12.74,20180804
XRP,16840257314.38,0.4285,39299874590,185678000.0,0.14,-2.85,-5.54,20180804
LTC,4224007336.62,73.2,57706007,262764800.0,-0.26,-5.37,-12.93,20180804
ADA,3306926140.54,0.1275,25927070538,54577308.0,0.27,-2.94,-21.75,20180804
USDT,2433495940.2,0.9985,2437140346,2526060032.0,0.05,-0.05,-0.03,20180804
BNB,1322122238.15,13.84,95512523,60865232.0,0.18,-1.44,-4.35,20180804
DOGE,317269768.65,0.002745,115572338119,7980110.5,-0.93,-6.04,-19.88,20180804
BTC,121526129417.37,7068.48,17192675,3679110144.0,0.08,0.7,-13.72,20180805
ETH,41521726568.03,410.52,101145181,1396816384.0,-0.2,1.0,-11.76,20180805
XRP,17041936839.31,0.4336,39299874590,186847760.0,0.27,1.25,-4.19,20180805
LTC,4305371522.04,74.59,57720932,265627200.0,-0.1,1.84,-11.21,20180805
ADA,3415148669.82,0.1317,25927070538,43901548.0,0.41,3.62,-18.69,20180805
USDT,2435548823.55,0.9993,2437140346,2204101632.0,-0.08,0.08,0.11,20180805
BNB,1301186608.96,13.62,95512523,43000264.0,0.09,-1.4,-1.53,20180805
DOGE,327938100.91,0.002837,115586088977,11384239.0,-1.08,2.66,-14.33,20180805
BTC,119531463198.4,6951.8,17194325,3925902592.0,0.68,-1.74,-14.37,20180806
ETH,41139826447.4,406.66,101165575,1384875904.0,0.64,-1.13,-10.39,20180806
XRP,16273349223.13,0.4141,39299874590,242074672.0,1.0,-4.4,-6.57,20180806
LTC,4265997619.51,73.89,57735732,265133584.0,0.76,-1.34,-10.14,20180806
ADA,3384846593.43,0.1306,25927070538,57534764.0,1.25,-0.99,-13.97,20180806
USDT,2439459935.3,1.001,2437140346,2336392960.0,0.1,0.05,0.18,20180806
BNB,1308438840.62,13.7,95512523,46799584.0,1.17,0.43,3.91,20180806
DOGE,321265510.31,0.002779,115599992371,5668669.0,0.53,-3.13,-14.26,20180806
BTC,116128425781.25,6753.13,17196250,4682804736.0,-0.37,-2.91,-12.11,20180807
ETH,38472422949.96,380.22,101185961,1828346752.0,-0.6,-6.49,-11.27,20180807
XRP,14973481086.02,0.381,39299874590,244447776.0,-0.16,-7.77,-11.9,20180807
LTC,3936929290.75,68.17,57751357,299417792.0,-1.41,-7.66,-13.38,20180807
ADA,3250683419.05,0.1254,25927070538,57321688.0,-0.06,-3.77,-11.19,20180807
USDT,2440882078.52,1.0015,2437140346,2941996288.0,-0.06,0.14,0.2,20180807
BNB,1255614542.73,13.15,95512523,45119460.0,-0.04,-3.62,-4.51,20180807
DOGE,308809533.46,0.002671,115613922247,5725518.0,-0.28,-3.68,-9.62,20180807
BTC,108448464983.89,6305.8,17198200,5064433152.0,0.01,-6.06,-17.32,20180808
ETH,36091570556.86,356.61,101206537,2016078208.0,0.51,-6.12,-15.19,20180808
XRP,13045374699.16,0.3319,39299874590,360856736.0,0.23,-11.64,-25.16,20180808
LTC,3609828145.45,62.49,57766107,313187040.0,-0.18,-8.47,-19.55,20180808
ADA,2949253037.97,0.1138,25927070538,82209688.0,-0.32,-8.57,-18.93,20180808
USDT,2411199015.79,1.0017,2407140346,3421800960.0,0.02,0.0,0.24,20180808
BNB,1159877852.44,12.14,95512523,44898468.0,0.68,-6.94,-10.57,20180808
DOGE,279185625.34,0.002415,115627767133,4879044.0,0.06,-9.1,-21.0,20180808
BTC,112973937698.92,6568.23,17200062,4267038976.0,-0.76,3.99,-12.15,20180809
ETH,37007370691.32,365.59,101227040,1616612992.0,-1.34,2.35,-10.38,20180809
XRP,13628042828.08,0.3468,39299874590,325774816.0,-0.9,3.68,-19.75,20180809
LTC,3696930854.64,63.98,57781882,270095264.0,-1.48,1.72,-15.62,20180809
ADA,3202177225.29,0.1235,25927070538,93016560.0,-2.43,7.59,-4.31,20180809
USDT,2417356463.79,1.0042,2407140346,2626629888.0,0.26,0.32,0.41,20180809
BNB,1228102918.01,12.86,95512523,41389012.0,1.34,6.14,-6.37,20180809
DOGE,295514775.59,0.002555,115641753482,7374011.0,-0.77,5.8,-12.95,20180809
BTC,106390960523.68,6184.71,17202250,4528676352.0,0.7,-6.17,-17.11,20180810
ETH,33834530920.61,334.18,101247502,1699396608.0,0.82,-9.07,-20.1,20180810
XRP,12592697600.37,0.3204,39299874590,249263760.0,0.65,-7.81,-27.29,20180810
LTC,3432694907.32,59.39,57795332,259781056.0,0.59,-7.38,-23.07,20180810
ADA,3016756898.56,0.1164,25927070538,71125664.0,2.0,-6.89,-12.05,20180810
USDT,2410934157.72,1.0016,2407140346,2887491584.0,-0.11,-0.04,0.23,20180810
BNB,1158647164.64,12.13,95512523,37026356.0,1.86,-4.88,-13.61,20180810
DOGE,276654250.52,0.002392,115655494649,4693289.5,0.19,-6.8,-18.16,20180810
BTC,108314273677.15,6295.73,17204400,4047846656.0,-2.04,2.3,-10.21,20180811
ETH,32619631923.49,322.11,101268135,1790373120.0,-2.12,-2.98,-20.77,20180811
XRP,11839540906.93,0.3013,39299874590,284422560.0,-3.25,-5.49,-29.79,20180811
LTC,3373618907.34,58.36,57807959,259948352.0,-1.98,-0.96,-20.32,20180811
ADA,2915224099.42,0.1124,25927070538,65816440.0,-1.99,-2.24,-11.52,20180811
USDT,2430852747.31,1.0099,2407140346,2630385408.0,0.7,0.76,1.16,20180811
BNB,1120996279.16,11.74,95512523,29253078.0,-0.68,-2.1,-14.72,20180811
DOGE,278022908.08,0.002404,115669356294,5083853.0,-1.3,0.72,-13.07,20180811
BTC,108790173990.81,6322.69,17206325,5665247744.0,-0.77,-0.32,-10.84,20180812
ETH,32368741253.62,319.57,101288507,1625421568.0,-0.6,-1.36,-22.3,20180812
XRP,11706265754.8,0.2979,39299874590,178827248.0,-0.87,-2.56,-31.1,20180812
LTC,3430381755.24,59.33,57820484,276382624.0,-0.7,0.65,-21.09,20180812
ADA,2928981017.25,0.113,25927070538,35031516.0,-0.33,-0.37,-14.74,20180812
USDT,2408314559.31,1.0005,2407140346,4066323712.0,-0.19,-0.35,-0.03,20180812
BNB,1121485876.3,11.74,95512523,23290346.0,-0.2,0.02,-14.08,20180812
DOGE,278123116.5,0.002404,115683245320,3433942.0,-0.59,-0.23,-16.3,20180812
BTC,108369641597.73,6297.57,17208175,4083980288.0,0.09,-0.85,-9.46,20180813
ETH,29024527108.7,286.5,101308890,1751189376.0,0.24,-10.71,-29.47,20180813
XRP,10924506849.67,0.2775,39372399467,235116704.0,-0.44,-7.39,-32.99,20180813
LTC,3287753257.57,56.85,57833909,223060896.0,-0.13,-4.49,-22.78,20180813
ADA,2668144902.26,0.1029,25927070538,56974896.0,-0.54,-9.08,-20.73,20180813
USDT,2416603210.88,1.0039,2407140346,2596376320.0,0.17,0.2,0.35,20180813
BNB,976925921.5,10.23,95512523,34827128.0,-1.3,-12.88,-24.85,20180813
DOGE,269736793.16,0.002331,115697147031,4981091.5,0.23,-3.46,-15.96,20180813
BTC,106696438876.37,6199.71,17209900,5301698048.0,0.59,-1.33,-8.42,20180814
ETH,28263929624.17,278.93,101329246,2137854976.0,4.21,-0.87,-27.48,20180814
XRP,10798760623.69,0.2743,39372399467,276768032.0,3.2,-0.4,-27.46,20180814
LTC,3156152256.65,54.56,57847959,250440160.0,3.21,-2.83,-21.25,20180814
ADA,2454301094.21,0.09466,25927070538,111693272.0,2.09,-5.72,-24.32,20180814
USDT,2401226951.57,0.9975,2407140346,3917753856.0,-0.51,-0.7,-0.45,20180814
BNB,899738632.26,9.4201,95512523,39515216.0,3.58,-6.71,-28.2,20180814
DOGE,261535057.75,0.00226,115711020675,7512405.0,1.58,-2.41,-15.47,20180814
BTC,108581781841.43,6308.52,17211925,4895446016.0,-1.17,1.63,-0.4,20180815
ETH,28617440478.94,282.36,101349581,1878153856.0,-2.26,1.94,-21.6,20180815
XRP,11103213985.55,0.282,39372399467,332431712.0,-1.67,2.5,-16.68,20180815
LTC,3153512656.95,54.5,57862209,282698816.0,-2.12,0.49,-13.75,20180815
ADA,2464120013.17,0.09504,25927070538,91346672.0,-1.8,-0.16,-18.25,20180815
USDT,2410151922.51,1.0013,2407140346,3277724160.0,0.01,0.02,-0.03,20180815
BNB,903835581.13,9.463,95512523,42994884.0,-2.4,0.17,-21.9,20180815
DOGE,266549015.1,0.002303,115724966851,5379459.0,-1.01,2.23,-4.74,20180815
BTC,109045308879.03,6334.73,17213875,4328420864.0,0.32,0.22,-3.12,20180816
ETH,29199277128.01,288.05,101370020,1552973568.0,0.13,1.33,-21.11,20180816
XRP,11513921236.29,0.2924,39372399467,238218720.0,0.05,3.3,-15.13,20180816
LTC,3204118732.71,55.36,57875909,211778752.0,0.49,0.46,-13.56,20180816
ADA,2471645017.87,0.09533,25927070538,50188896.0,0.12,-0.14,-23.12,20180816
USDT,2410087644.92,1.0012,2407140346,2741285632.0,-0.04,0.02,-0.19,20180816
BNB,936244999.02,9.8023,95512523,24709674.0,1.07,2.68,-22.55,20180816
DOGE,265235482.36,0.002292,115738794871,5860368.5,-0.55,-0.39,-9.66,20180816
BTC,113290713982.19,6580.63,17215787,4992986624.0,0.07,3.93,5.87,20180817
ETH,32011915490.4,315.73,101390500,1995462272.0,0.16,9.35,-5.88,20180817
XRP,14436921095.21,0.3667,39372399467,497206304.0,0.15,25.01,15.27,20180817
LTC,3561009198.52,61.51,57889009,263382752.0,0.51,11.14,3.78,20180817
ADA,2849052544.24,0.1099,25927070538,103569144.0,0.59,14.61,-5.0,20180817
USDT,2696090273.47,0.9978,2702140336,3783428352.0,-0.2,-0.27,-0.5,20180817
BNB,1038010975.62,10.87,95512523,37502392.0,2.0,11.42,-10.01,20180817
DOGE,284151259.9,0.002455,115752596364,5233935.5,0.39,6.38,2.09,20180817
BTC,110602985671.19,6423.76,17217800,3984521984.0,-0.23,-2.41,1.01,20180818
ETH,29998555092.68,295.81,101410980,1764018176.0,-0.61,-6.56,-8.79,20180818
XRP,12878713382.61,0.3271,39372399467,434332448.0,-0.71,-10.09,6.65,20180818
LTC,3316534785.24,57.28,57904734,243057040.0,0.41,-6.7,-3.2,20180818
USDT,2729915785.92,1.0029,2722140336,3247514624.0,0.05,0.31,-0.04,20180818
ADA,2587120952.38,0.09978,25927070538,101454328.0,-1.27,-9.1,-12.2,20180818
BNB,946298363.94,9.9076,95512523,27803690.0,-0.15,-7.9,-15.56,20180818
DOGE,277170514.66,0.002394,115766424235,6738936.0,-0.67,-2.96,-0.67,20180818
BTC,112031818550.21,6506.07,17219587,3311171072.0,-0.17,1.33,2.41,20180819
ETH,30514008711.59,300.83,101431440,1447911936.0,-0.4,1.73,-6.32,20180819
XRP,13543257516.41,0.344,39372399467,327299840.0,-0.55,5.38,14.38,20180819
LTC,3355767780.98,57.94,57919023,204483776.0,-0.19,1.67,-2.5,20180819
USDT,2723566208.03,1.0005,2722140336,2622559232.0,0.07,-0.28,-0.18,20180819
ADA,2655883326.79,0.1024,25927070538,51106860.0,-0.56,2.69,-9.46,20180819
BNB,970047241.07,10.16,95512523,21218546.0,0.58,2.77,-13.47,20180819
DOGE,286367083.44,0.002473,115780322276,2665104.0,0.53,3.06,2.62,20180819
BTC,108642221617.52,6308.53,17221475,3665104640.0,-0.27,-3.14,1.9,20180820
ETH,27829787862.76,274.32,101451890,1413793152.0,-0.13,-9.08,-1.97,20180820
XRP,12570939330.05,0.3193,39372399467,311144000.0,-1.73,-7.61,16.71,20180820
LTC,3128234905.38,54.0,57934373,244191920.0,-0.72,-6.97,-1.97,20180820
USDT,2736808584.21,1.0054,2722140336,2596872192.0,-0.15,0.52,0.14,20180820
ADA,2431014821.83,0.09376,25927070538,53939576.0,-1.38,-8.64,-5.85,20180820
BNB,926560357.68,9.7009,95512523,17617718.0,0.22,-4.33,-3.08,20180820
DOGE,274272695.83,0.002369,115794191553,2424116.75,-0.28,-4.0,4.71,20180820
BTC,111758028876.74,6488.76,17223337,3377183744.0,0.05,2.62,4.57,20180821
ETH,28609525154.64,281.94,101472389,1164117888.0,0.11,2.47,2.72,20180821
XRP,13196735814.2,0.3352,39372399467,248735248.0,0.09,4.01,21.56,20180821
LTC,3265409952.22,56.35,57948530,187485648.0,-0.51,3.87,4.32,20180821
USDT,2824120871.63,1.0007,2822140336,2350791936.0,-0.02,-0.39,-0.14,20180821
ADA,2463160336.03,0.095,25927070538,49545100.0,-0.03,0.82,-0.22,20180821
BNB,927868652.33,9.7146,95512523,13228089.0,0.15,0.44,1.55,20180821
DOGE,280771740.25,0.002424,115808131599,2134174.5,0.22,2.19,8.38,20180821
BTC,109840842632.26,6376.71,17225325,4668108288.0,-0.21,-2.2,0.07,20180822
ETH,27539135512.18,271.34,101492659,1507658240.0,0.02,-4.12,-5.6,20180822
XRP,12640067119.05,0.3198,39524508956,286844704.0,-0.22,-4.83,11.76,20180822
LTC,3206436570.54,55.32,57963055,228893472.0,-0.25,-2.47,-0.8,20180822
USDT,2823133799.67,1.0004,2822140336,3325509888.0,-0.01,0.01,-0.03,20180822
ADA,2337294273.74,0.09015,25927070538,64566028.0,-0.07,-5.47,-6.19,20180822
BNB,911163780.05,9.5397,95512523,23929492.0,0.72,-2.15,-1.22,20180822
DOGE,268075511.37,0.002315,115821970607,5962324.0,-0.65,-4.8,-0.05,20180822
BTC,112577375509.85,6534.88,17227162,3426180864.0,0.12,2.04,2.3,20180823
ETH,28129650668.96,277.1,101513016,1271159424.0,0.18,1.6,-5.26,20180823
XRP,12952533352.02,0.3277,39524508956,217577952.0,0.31,1.73,10.6,20180823
LTC,3336210340.09,57.54,57977255,205124912.0,0.74,4.3,2.65,20180823
USDT,2789280330.03,0.999,2792140336,2392969728.0,-0.13,-0.07,-0.19,20180823
ADA,2397041903.07,0.09245,25927070538,37397420.0,0.41,1.83,-4.57,20180823
BNB,927908002.27,9.715,95512523,17327548.0,0.48,2.06,-2.07,20180823
DOGE,276305957.35,0.002385,115835847320,2596255.75,-0.11,1.99,2.6,20180823
BTC,115778316102.94,6719.96,17229025,4097820160.0,0.22,2.95,2.66,20180824
ETH,28730725006.44,282.97,101533767,1450166528.0,0.24,2.3,-8.94,20180824
XRP,12948477766.03,0.3276,39524508956,244571264.0,-0.1,0.37,-6.31,20180824
LTC,3359442961.57,57.93,57991630,194676496.0,-0.16,1.33,-3.75,20180824
USDT,2797105445.14,1.0018,2792140336,2850495488.0,0.14,0.2,0.1,20180824
ADA,2439149476.49,0.09408,25927070538,35302380.0,-0.07,2.27,-12.22,20180824
BNB,977544954.46,10.23,95512523,22814920.0,0.66,5.65,-2.81,20180824
DOGE,281064319.7,0.002426,115849751930,3251911.75,0.22,1.67,-1.05,20180824
BTC,116534412789.11,6763.19,17230700,3312604672.0,0.38,0.68,5.66,20180825
ETH,28399212526.31,279.65,101554154,1208362368.0,-0.26,-1.11,-4.77,20180825
XRP,12973123431.34,0.3282,39524508956,167362608.0,0.2,0.08,0.96,20180825
LTC,3359066145.06,57.91,58007005,187571248.0,0.17,-0.13,1.78,20180825
USDT,2794921289.57,1.001,2792140336,1958700416.0,0.03,0.14,-0.2,20180825
ADA,2444460926.35,0.09428,25927070538,30674746.0,-0.51,0.12,-5.24,20180825
BNB,968093406.9,10.14,95512523,19561370.0,0.43,-0.22,3.08,20180825
DOGE,274615174.14,0.00237,115863669729,4028740.5,0.27,-2.28,-0.82,20180825
BTC,115585150965.19,6707.26,17232850,3295504896.0,0.04,-0.72,3.43,20180826
ETH,27953037378.97,275.2,101574614,1206650880.0,0.22,-1.49,-8.52,20180826
XRP,12797080608.96,0.3238,39524508956,168718416.0,0.19,-1.28,-6.13,20180826
LTC,3326564155.1,57.33,58020705,206572192.0,0.38,-1.03,-0.84,20180826
USDT,2789981809.43,0.9992,2792140336,1946531968.0,-0.16,-0.17,-0.2,20180826
ADA,2419973705.33,0.09334,25927070538,26907378.0,0.62,-1.15,-8.45,20180826
BNB,972854203.96,10.19,95512523,22551198.0,-0.52,0.77,1.07,20180826
DOGE,278624151.84,0.002404,115877608438,2912231.0,0.01,1.55,-1.11,20180826
BTC,118657820743.2,6884.64,17235162,4018998528.0,1.96,2.57,7.82,20180827
ETH,29015905630.34,285.6,101595134,1406791552.0,2.17,3.9,1.64,20180827
XRP,13347503173.06,0.3369,39618209087,227284000.0,1.74,4.12,2.43,20180827
LTC,3496600310.67,60.25,58034930,228072480.0,3.41,5.31,9.37,20180827
USDT,2805958466.85,0.9978,2812140336,2718983168.0,0.02,-0.34,-0.58,20180827
