Symbol,MarketCap,Price,Circulating Supply,Volume24h,percent_1H,percent_24H,percent_7D,Date
XRP,27860418486.43,0.5359,51987017573,943439712.03,-1.05,3.19,10.98,20230604
ADA,13179267542.18,0.3777,34894110744,139910794.21,-0.83,0.44,-1.39,20230604
DOGE,10119376913.16,0.07247,139632766384,135558595.39,-0.69,-0.27,-1.55,20230604
SOL,8661446017.18,21.82,396968489,317802167.3,-1.47,3.14,4.91,20230604
LTC,6890160509.01,94.29,73074202,436188890.18,-1.31,-1.77,2.96,20230604
DOT,6336289067.84,5.3194,1191156642,89142936.78,-0.74,-0.2,-3.44,20230604
BTC,499587457194.45,25760.1,19393850,21513292646.48,0.15,-5.01,-7.16,20230605
ETH,217846438558.81,1811.83,120235693,9246593033.12,0.23,-4.16,-4.29,20230605
USDT,83191412378.32,1.0003,83165992304,33807354174.59,0.0,0.02,0.01,20230605
BNB,43154733695.11,276.89,155855572,928515688.46,0.76,-9.26,-11.2,20230605
XRP,26533840027.56,0.5104,51987017573,2077075618.45,1.11,-4.76,3.29,20230605
ADA,12283211701.98,0.352,34893965777,292202913.26,0.27,-6.8,-7.15,20230605
DOGE,9296629989.69,0.06657,139646496384,506101788.39,0.29,-8.14,-9.04,20230605
SOL,7981806704.42,20.08,397598144,594214946.31,0.42,-7.99,-2.48,20230605
LTC,6419030628.56,87.83,73080889,896571627.38,0.55,-6.85,-3.48,20230605
DOT,6046240712.21,5.0732,1191799431,174078984.39,0.34,-4.63,-7.1,20230605
BTC,528291607015.54,27238.78,19394831,21929670692.82,0.24,5.74,-1.67,20230606
ETH,226580142941.1,1884.49,120233889,8704411776.11,0.03,4.01,-0.87,20230606
USDT,83233493572.2,1.0002,83218992303,30910972861.03,0.01,-0.01,0.01,20230606
BNB,43872601590.65,281.5,155855392,691784529.02,-0.18,1.66,-9.69,20230606
XRP,27577226652.42,0.5305,51987017573,1595950808.32,-0.23,3.93,1.63,20230606
ADA,12342517472.98,0.3537,34893928233,262332329.73,0.01,0.48,-6.41,20230606
DOGE,9828276571.96,0.07037,139660166384,428926151.65,-0.5,5.71,-2.75,20230606
SOL,8109150852.29,20.4,397536936,441408235.07,-0.05,1.61,-4.03,20230606
LTC,6645179217.31,90.92,73087627,649344540.33,0.05,3.51,-1.52,20230606
DOT,6234574235.34,5.2083,1197044243,121110989.89,-0.17,2.66,-4.33,20230606
BTC,510996613395.62,26346.0,19395606,19530045081.91,0.25,-3.28,-3.21,20230607
ETH,220311724080.97,1832.4,120231505,7919894454.8,0.14,-2.76,-2.23,20230607
USDT,83296300414.67,1.0001,83290830186,28078183756.12,-0.01,-0.01,-0.03,20230607
BNB,40427510244.24,259.39,155855218,958739195.46,0.5,-7.85,-15.47,20230607
XRP,27013904807.84,0.5196,51987017573,1649651365.72,0.31,-2.04,0.43,20230607
ADA,11246811715.04,0.3223,34897811897,388306759.45,0.11,-8.89,-13.92,20230607
DOGE,9399980821.26,0.0673,139673686384,278793457.3,0.22,-4.37,-6.09,20230607
SOL,7419967247.19,18.63,398189048,390444801.3,0.13,-8.65,-10.52,20230607
LTC,6494375190.52,88.85,73095027,537757006.76,0.64,-2.28,-1.87,20230607
DOT,5988437219.97,5.0222,1192393147,119172235.77,0.33,-3.57,-5.56,20230607
BTC,514170400421.05,26508.22,19396643,11904824295.26,-0.17,0.62,-1.16,20230608
ETH,221982607204.4,1846.3,120230939,4536041930.6,-0.2,0.76,-0.85,20230608
USDT,83327320375.74,1.0003,83301440512,18183759822.41,0.01,0.02,0.0,20230608
BNB,40857170518.39,262.15,155855057,562863851.98,-0.42,1.06,-14.04,20230608
XRP,27269590015.48,0.5245,51987017573,954016645.62,-0.3,0.95,3.4,20230608
ADA,11278744139.77,0.3232,34901794855,249967034.63,-0.23,0.27,-11.4,20230608
DOGE,9493935762.38,0.06797,139687406384,167825307.66,-0.07,0.99,-4.93,20230608
SOL,7529520255.98,18.91,398187664,258460306.53,-0.2,1.48,-7.77,20230608
LTC,6467119247.5,88.47,73102414,356770853.5,-0.2,-0.43,-5.86,20230608
DOT,5994564249.51,5.026,1192701827,99375553.08,-0.18,0.08,-3.54,20230608
BTC,513657047934.28,26480.38,19397650,11015551640.28,-0.06,-0.11,-2.82,20230609
ETH,221248657889.81,1840.23,120229122,4610831509.17,0.11,-0.33,-3.51,20230609
USDT,83317371728.0,0.9999,83321599072,18180149900.38,-0.01,-0.04,-0.04,20230609
BNB,40633881849.37,260.72,155854901,491429997.63,-0.16,-0.55,-15.19,20230609
XRP,27964719425.63,0.5379,51987017573,1233816475.43,-0.07,2.55,2.38,20230609
ADA,10310706707.39,0.2954,34904047760,508063098.63,-0.37,-8.59,-21.91,20230609
DOGE,9707635399.57,0.06949,139701136384,274101528.8,0.04,2.24,-4.3,20230609
SOL,6920369198.5,17.38,398186936,463344687.38,-0.21,-8.09,-18.24,20230609
LTC,6523757649.95,89.23,73110039,388902173.84,0.07,0.87,-6.48,20230609
DOT,5942598691.64,4.9821,1192788793,91799915.91,-0.14,-0.87,-5.64,20230609
BTC,501477392550.51,25851.24,19398581,19872933188.93,-0.15,-2.38,-4.52,20230610
ETH,210685427348.36,1752.38,120227838,10788500406.11,-0.13,-4.77,-7.4,20230610
USDT,83393136821.67,1.0004,83356513307,39594900161.51,-0.01,0.05,0.03,20230610
BNB,37263159612.28,239.09,155854711,1068424942.37,-0.16,-8.3,-22.05,20230610
XRP,26419755525.27,0.5082,51987017573,2110109968.37,-0.38,-5.52,-2.15,20230610
ADA,9640271376.15,0.2762,34903993759,1293643754.27,-0.98,-6.5,-26.55,20230610
DOGE,8642790598.53,0.06186,139714716384,975736540.8,-0.43,-10.98,-14.88,20230610
SOL,6236086849.33,15.66,398316722,1230339924.26,-0.85,-9.92,-26.0,20230610
LTC,5655774285.64,77.35,73117639,1185675804.86,-0.47,-13.31,-19.42,20230610
DOT,5400044798.15,4.5263,1193038795,301787812.52,-0.06,-9.15,-15.08,20230610
BTC,503230985845.04,25940.17,19399681,10732609602.85,0.16,0.34,-4.35,20230611
ETH,210808348254.2,1753.42,120227282,4559112980.81,-0.05,0.06,-7.25,20230611
USDT,83387764365.55,1.0003,83361513300,17537918491.35,-0.01,-0.01,0.02,20230611
BNB,36694210385.52,235.44,155854561,376213807.86,-0.14,-1.53,-22.85,20230611
XRP,27096702674.57,0.5212,51987017573,828115958.33,0.47,2.56,-2.74,20230611
ADA,9515862809.56,0.2726,34903969903,507820126.96,-0.06,-1.29,-27.82,20230611
DOGE,8605500509.66,0.06159,139728316384,235910035.5,0.02,-0.44,-15.02,20230611
SOL,6199943622.36,15.56,398485307,446176847.74,0.15,-0.62,-28.69,20230611
LTC,5681745777.49,77.7,73125139,432046460.5,0.13,0.45,-17.6,20230611
DOT,5396018767.98,4.5216,1193382105,113632368.83,0.3,-0.1,-15.0,20230611
BTC,502523702241.21,25902.5,19400587,11677889997.4,-0.1,-0.15,0.55,20230612
ETH,209498804938.46,1742.53,120226893,6031384958.11,-0.01,-0.62,-3.82,20230612
USDT,83371070817.26,1.0001,83366513300,21083018568.26,0.01,-0.03,-0.03,20230612
BNB,36010376072.57,231.05,155854365,1014433333.9,0.2,-1.86,-16.55,20230612
XRP,27330675869.05,0.5257,51987017573,1199140307.2,0.27,0.86,3.0,20230612
ADA,9601355339.65,0.275,34907985013,431423924.52,-0.11,0.89,-21.86,20230612
DOGE,8588442035.65,0.06146,139742006384,210832318.98,-0.01,-0.21,-7.68,20230612
SOL,6063154425.16,15.2,398978154,384209937.97,0.01,-2.33,-24.3,20230612
LTC,5671195064.67,77.55,73131327,452560496.89,0.4,-0.19,-11.71,20230612
DOT,5410629389.33,4.5324,1193754763,113772803.75,0.14,0.24,-10.66,20230612
BTC,503223775338.4,25918.73,19415450,14143474486.27,0.3,0.06,-4.85,20230613
ETH,209069711477.17,1739.04,120221505,6214125203.3,0.23,-0.2,-7.72,20230613
USDT,83366174549.98,0.9999,83377712381,23706670401.58,-0.01,-0.02,-0.03,20230613
BNB,38010696638.2,243.89,155851468,864407068.49,1.04,5.56,-13.36,20230613
XRP,27176741000.89,0.5201,52254289650,2617707335.99,0.07,-1.07,-1.96,20230613
ADA,9609573892.48,0.275,34945718686,319427367.33,0.5,-0.02,-22.26,20230613
DOGE,8639583728.74,0.06172,139973236384,204620564.05,0.4,0.43,-12.29,20230613
SOL,6006980776.18,15.02,399980266,363876712.53,0.55,-1.17,-26.38,20230613
DOT,5736041091.76,4.6221,1241010455,115909246.84,0.42,1.98,-11.26,20230613
LTC,5673169513.74,77.44,73255289,440462157.34,0.5,-0.13,-14.82,20230613
BTC,487476514345.28,25124.68,19402300,14265717765.8,0.38,-3.06,-4.64,20230614
ETH,198432174708.72,1650.52,120224091,7462905533.98,0.09,-5.09,-9.93,20230614
USDT,83543698393.94,0.9998,83557308297,23021035088.73,-0.01,0.0,-0.02,20230614
BNB,37026895487.58,237.57,155853982,738634211.88,0.56,-2.59,-8.41,20230614
XRP,24965212197.29,0.4802,51987017573,1757437648.91,0.39,-7.67,-7.58,20230614
ADA,9190433434.82,0.2632,34914592605,244895035.29,0.53,-4.28,-18.32,20230614
DOGE,8440321635.59,0.06039,139769396384,248200811.76,0.76,-2.16,-10.27,20230614
SOL,5781692703.48,14.49,399107023,296502336.33,0.5,-3.54,-22.26,20230614
DOT,5458648938.61,4.5698,1194492003,130135247.55,0.11,-1.13,-9.01,20230614
LTC,5351504273.17,73.16,73144664,490434416.29,0.26,-5.53,-17.65,20230614
BTC,496264527630.99,25576.39,19403225,15837384409.1,-0.16,1.8,-3.52,20230615
ETH,200224535661.62,1665.52,120217444,7328564879.7,0.04,0.91,-9.79,20230615
USDT,83492401174.35,0.9992,83560685486,26724033219.76,-0.01,-0.07,-0.11,20230615
BNB,36825242367.47,236.28,155853795,502420772.23,-0.1,-0.54,-9.87,20230615
XRP,24959878736.6,0.4801,51987017573,1180880586.5,0.02,-0.02,-8.47,20230615
ADA,9146101999.17,0.262,34914552506,256333351.79,-0.16,-0.48,-18.94,20230615
DOGE,8597074930.78,0.0615,139782896384,218623834.76,-0.09,1.85,-9.51,20230615
SOL,5891453448.75,14.76,399164227,329864409.03,-0.26,1.88,-21.95,20230615
LTC,5451766156.45,74.53,73152114,402537213.17,0.11,1.86,-15.76,20230615
DOT,5229785868.8,4.3772,1194783267,191717237.21,-0.25,-4.22,-12.91,20230615
BTC,510862345346.3,26327.46,19404162,16324646965.41,-0.11,2.94,-0.58,20230616
ETH,206369179860.34,1716.67,120214903,6281023478.71,-0.13,3.07,-6.71,20230616
USDT,83506842873.42,0.9993,83562835051,22643402806.81,-0.01,0.01,-0.06,20230616
BNB,37266887790.31,239.11,155853627,488582672.47,0.17,1.2,-8.29,20230616
XRP,24732446365.49,0.4757,51987017573,1166129294.49,0.6,-0.91,-11.56,20230616
ADA,9188981006.82,0.2632,34914527978,175866739.52,-0.19,0.47,-10.91,20230616
DOGE,8681662907.53,0.0621,139796566384,198520116.14,0.03,0.97,-10.63,20230616
SOL,6110205516.19,15.31,399144517,232544704.56,-0.13,3.72,-11.92,20230616
LTC,5563734195.78,76.05,73159739,352725566.88,-0.23,2.04,-14.77,20230616
DOT,5279000948.51,4.4168,1195196815,108807586.95,0.12,0.91,-11.35,20230616
BTC,514442327519.51,26510.68,19405100,11090276850.25,-0.19,0.7,2.55,20230617
ETH,207632053119.26,1727.2,120212803,4875187476.59,-0.17,0.61,-1.44,20230617
USDT,83542880482.78,0.9997,83567584292,16785486745.43,-0.01,0.04,-0.07,20230617
BNB,38123407213.86,244.61,155853472,451849200.34,-0.38,2.3,2.31,20230617
XRP,24942869531.19,0.4798,51987017573,635717534.74,-0.25,0.85,-5.59,20230617
ADA,9320747783.45,0.2669,34918620867,171716789.97,-0.15,1.42,-3.35,20230617
DOGE,8698602766.86,0.06222,139810076384,153965122.12,-0.09,0.19,0.58,20230617
SOL,6250326737.37,15.65,399368600,206436912.3,-0.48,2.24,-0.04,20230617
LTC,5627416894.85,76.91,73166564,273568501.11,-0.38,1.14,-0.57,20230617
DOT,5411256324.73,4.5261,1195558814,94181696.84,-0.4,2.47,0.0,20230617
BTC,511079706782.86,26336.21,19405968,9565695128.64,-0.27,-0.66,1.53,20230618
ETH,206832112414.08,1720.58,120210867,3820038842.16,-0.15,-0.38,-1.87,20230618
USDT,83157915195.95,0.9998,83173876278,14276388752.42,-0.01,0.01,-0.05,20230618
BNB,38041814289.92,244.09,155853337,372246651.93,0.37,-0.21,3.67,20230618
XRP,25347462927.74,0.4876,51987017573,743984055.61,0.18,1.62,-6.46,20230618
ADA,9113534848.85,0.261,34922713297,136453691.95,0.04,-2.23,-4.28,20230618
DOGE,8692397740.73,0.06217,139823626384,243548821.06,0.38,-0.08,0.94,20230618
SOL,6165531218.89,15.44,399367620,141612316.29,0.26,-1.36,-0.77,20230618
LTC,5647434814.56,77.18,73173914,274352131.44,0.06,0.35,-0.67,20230618
DOT,5418640018.36,4.531,1195913541,97195546.47,-0.09,0.11,0.21,20230618
BTC,521094554604.36,26851.03,19406875,12826986222.15,0.4,1.95,3.66,20230619
ETH,208881998031.32,1737.66,120208826,5210480120.86,0.27,0.99,-0.28,20230619
USDT,83162376934.32,0.9999,83173876278,17980147544.09,0.01,0.01,-0.02,20230619
BNB,37857260605.7,242.9,155853176,359118141.61,0.07,-0.49,5.13,20230619
XRP,25650119185.3,0.4934,51987017573,870856053.67,-0.16,1.19,-6.15,20230619
ADA,9186976091.67,0.263,34925054994,142015569.54,0.13,0.8,-4.36,20230619
DOGE,8717585530.16,0.06234,139837106384,149792820.31,0.06,0.28,1.43,20230619
SOL,6421135737.27,16.07,399497222,163949882.74,0.86,4.11,5.77,20230619
LTC,5665829234.62,77.42,73181102,293010032.44,0.11,0.32,-0.16,20230619
DOT,5410090085.7,4.5224,1196281479,94392196.5,0.25,-0.19,-0.22,20230619
BTC,549771733917.46,28327.49,19407712,22211859146.73,0.37,5.5,9.29,20230620
ETH,215424018944.87,1792.12,120206250,7171072578.42,0.37,3.13,3.05,20230620
USDT,83209062147.74,1.0004,83177035118,27490561659.33,-0.01,0.05,0.05,20230620
BNB,38600804407.17,247.67,155853005,477391842.74,1.22,1.96,1.55,20230620
XRP,25632026206.04,0.4929,52005696700,1073485912.22,0.18,-0.11,-5.23,20230620
ADA,9441258593.36,0.2703,34925015728,214174020.72,0.8,2.77,-1.69,20230620
DOGE,8816852728.89,0.06304,139850576384,190107976.78,0.38,1.13,2.14,20230620
SOL,6645682933.39,16.64,399494474,265787114.2,0.53,3.5,10.77,20230620
LTC,5877665847.23,80.31,73188227,437548832.36,0.35,3.73,3.7,20230620
DOT,5587092944.82,4.6689,1196655452,120595261.39,0.08,3.24,1.01,20230620
BTC,582785323709.11,30027.3,19408518,33346760979.13,-0.28,6.0,19.51,20230621
ETH,227300141959.1,1891.01,120200572,11731457711.06,-0.13,5.52,14.57,20230621
USDT,83181452472.88,1.0001,83177035118,41597850080.58,0.01,-0.03,0.02,20230621
BNB,38851972309.51,249.29,155852793,717670518.57,-0.19,0.65,4.93,20230621
XRP,26085511672.62,0.5007,52098630775,1305891782.33,-0.24,1.59,4.26,20230621
ADA,10023486923.85,0.287,34924990262,343644851.94,-0.09,6.17,9.03,20230621
DOGE,9189566696.15,0.0657,139863986384,370299721.9,-0.11,4.22,8.8,20230621
SOL,6896787708.69,17.26,399650537,357788985.69,-0.02,3.74,19.12,20230621
LTC,6232476626.32,85.15,73196027,814693890.13,-0.16,6.03,16.38,20230621
DOT,5780802854.64,4.8294,1196995905,156905290.5,-0.18,3.44,5.68,20230621
BTC,580578124574.22,29912.28,19409356,20653160490.91,-0.03,-0.38,16.95,20230622
ETH,225124435575.99,1872.94,120198228,8477657143.31,0.09,-0.96,12.45,20230622
USDT,83192373177.01,1.0002,83177035118,31071097282.28,0.0,0.01,0.1,20230622
BNB,37528132819.48,240.79,155852627,709030406.9,0.16,-3.41,1.91,20230622
XRP,25787538234.54,0.495,52098630775,1518125315.63,-0.05,-1.14,3.09,20230622
ADA,10140303130.3,0.2903,34928875179,340493541.46,0.24,1.15,10.82,20230622
DOGE,9181988019.63,0.06564,139877526384,406178282.09,0.01,-0.09,6.73,20230622
SOL,6651215930.82,16.64,399649536,299233520.38,0.19,-3.56,12.76,20230622
LTC,6300608165.03,86.07,73203114,606189401.95,0.47,1.08,15.49,20230622
DOT,5784106665.37,4.8306,1197381864,145580308.55,0.13,0.02,10.36,20230622
BTC,595803665519.78,30695.47,19410150,24115570084.62,0.1,2.62,16.59,20230623
ETH,227515380123.14,1892.86,120196489,8290615074.46,0.07,1.06,10.26,20230623
USDT,83244074081.97,1.0006,83197018343,31145738920.68,-0.01,0.04,0.12,20230623
BNB,38116045263.69,244.56,155852449,493157882.3,-0.13,1.57,2.28,20230623
XRP,25870409852.12,0.4966,52098630775,1108503308.86,0.07,0.32,4.38,20230623
ADA,10357025067.91,0.2965,34933098688,245002154.23,0.09,2.12,12.65,20230623
DOGE,9536935875.57,0.06817,139890786384,319058220.64,0.05,3.86,9.78,20230623
SOL,6856198787.76,17.15,399789216,386994631.79,0.45,3.05,12.03,20230623
LTC,6677558523.8,91.21,73211252,755797462.8,0.45,5.97,19.93,20230623
DOT,6154160012.75,5.1002,1206647129,164328402.05,0.44,5.58,15.47,20230623
BTC,592983006395.11,30548.69,19411075,12147822495.52,0.05,-0.48,15.23,20230624
ETH,225490330139.48,1876.06,120193579,5026191704.23,-0.02,-0.89,8.62,20230624
USDT,83245372469.78,1.0005,83202018338,20749225264.16,-0.01,0.0,0.08,20230624
BNB,36883950527.4,236.66,155852298,558809140.43,0.24,-3.23,-3.25,20230624
XRP,25464187211.22,0.4873,52254289650,693890996.65,0.01,-1.86,1.57,20230624
ADA,10131722969.41,0.29,34935504650,208155226.2,0.33,-2.18,8.65,20230624
DOGE,9337502267.93,0.06674,139904216384,276939972.57,0.2,-2.1,7.27,20230624
SOL,6657617788.78,16.65,399788202,260480952.37,0.58,-2.9,6.4,20230624
LTC,6570900539.14,89.74,73218252,666550721.02,1.28,-1.61,16.68,20230624
DOT,5999356644.21,5.0074,1198086985,118793919.32,0.28,-1.82,10.63,20230624
BTC,592950420929.97,30480.26,19453587,12703464114.44,-0.11,-0.22,15.74,20230625
ETH,228350499455.65,1900.51,120152466,6937581708.87,-0.05,1.3,10.46,20230625
USDT,83572271591.82,1.0005,83533427826,21373038595.59,0.02,-0.01,0.07,20230625
BNB,36754477305.58,238.89,153853311,414941210.86,-0.11,0.94,-2.13,20230625
XRP,25880413865.25,0.4903,52787284454,681228509.4,-0.23,0.61,0.55,20230625
ADA,10239539015.59,0.2923,35027954407,225729335.42,-0.37,0.8,12.02,20230625
DOGE,9383005780.31,0.06676,140539156384,191028869.72,-0.31,0.03,7.4,20230625
SOL,6887826940.05,16.97,405849552,252839095.42,-0.4,1.91,9.93,20230625
LTC,6490672089.13,88.28,73527720,487211798.34,0.17,-1.64,14.38,20230625
DOT,6308380643.9,5.1948,1214363386,152201773.83,0.27,3.74,14.65,20230625
BTC,587650439314.87,30271.13,19412900,16493186997.21,0.13,-0.69,12.74,20230626
ETH,223481844153.86,1859.43,120188176,8619702291.5,0.0,-2.16,7.01,20230626
USDT,83229654132.16,1.0002,83212018333,26117984793.27,0.0,-0.03,0.04,20230626
BNB,36801991687.72,236.13,155851978,427457532.35,-0.02,-1.15,-2.79,20230626
XRP,25047170132.45,0.4793,52254289650,953227779.88,0.0,-2.23,-2.85,20230626
ADA,9794306260.01,0.2804,34935442811,211210054.07,-0.09,-4.09,6.58,20230626
DOGE,9060406044.69,0.06475,139931316384,266917426.1,0.39,-3.02,3.86,20230626
SOL,6506773329.18,16.27,399923914,275948459.44,0.05,-4.13,1.23,20230626
LTC,6391452211.81,87.28,73232889,548434352.83,0.17,-1.13,12.73,20230626
DOT,6026111881.63,5.0267,1198813221,168272646.89,-1.01,-3.24,11.15,20230626
BTC,595773660616.41,30688.16,19413793,16428827943.78,0.3,1.38,8.33,20230627
ETH,227116881653.75,1889.7,120186525,7686042202.44,0.12,1.63,5.45,20230627
USDT,83250331743.36,1.0002,83234106506,23449790413.32,0.02,0.0,-0.02,20230627
BNB,37013665181.81,237.49,155851818,348181737.92,-0.13,0.58,-4.11,20230627
XRP,25282732967.41,0.4838,52254289650,847044879.11,0.32,0.94,-1.83,20230627
ADA,10010830909.23,0.2865,34939381869,196600612.64,-0.14,2.2,5.99,20230627
DOGE,9172711079.28,0.06555,139944986384,212409649.33,0.11,1.23,3.97,20230627
SOL,6646577822.35,16.62,399922841,259041272.79,-0.52,2.15,-0.09,20230627
LTC,6445025652.33,88.0,73240364,420226149.03,0.33,0.83,9.57,20230627
DOT,6136399279.05,5.0959,1204192082,109751635.87,0.09,1.38,9.14,20230627
BTC,584108674470.96,30086.25,19414475,14571500779.44,-0.07,-1.96,0.2,20230628
ETH,219761761156.31,1827.97,120221676,7135265015.9,0.02,-3.27,-3.33,20230628
USDT,83242601510.47,1.0,83240489455,23894930229.11,0.01,-0.02,0.0,20230628
BNB,35947241949.99,230.65,155851657,480872335.93,-0.13,-2.88,-7.48,20230628
XRP,24309836285.46,0.4652,52254289650,989599375.75,-0.04,-3.85,-7.08,20230628
ADA,9335775120.15,0.2672,34943395683,277304804.7,-0.47,-6.75,-6.91,20230628
DOGE,8761626492.26,0.0626,139958606384,274764095.24,0.09,-4.49,-4.72,20230628
SOL,6395602649.97,15.99,400054140,327399744.47,0.09,-3.81,-7.36,20230628
LTC,6084024019.63,83.06,73247527,556606414.29,-0.04,-5.61,-2.45,20230628
DOT,5973434571.01,4.883,1223309462,128183152.04,-0.28,-4.18,1.11,20230628
BTC,591107911061.21,30445.35,19415375,13180860821.04,0.12,1.19,1.78,20230629
ETH,222677553067.99,1852.23,120221505,5677228612.02,0.02,1.33,-1.11,20230629
USDT,83311399827.02,0.9998,83325580690,21010132359.74,-0.06,-0.02,-0.04,20230629
BNB,36349623363.98,233.23,155851481,332343167.97,-0.03,1.12,-3.14,20230629
XRP,24806241134.99,0.4747,52254289650,718808031.03,-0.01,2.04,-4.09,20230629
ADA,9629784416.69,0.2756,34945726538,195764455.73,-0.01,3.14,-5.08,20230629
DOGE,8875216972.61,0.06341,139972096384,192396033.39,-0.07,1.29,-3.41,20230629
SOL,7187830074.81,17.97,399980351,737633196.14,0.19,12.41,7.98,20230629
LTC,6210221776.57,84.78,73254589,395849863.17,0.12,2.06,-1.5,20230629
DOT,5983062202.95,4.9863,1199909619,185398754.51,0.33,2.11,3.22,20230629
BTC,591758288455.82,30477.25,19416393,26387306196.78,0.01,0.1,-0.71,20230630
ETH,232408283870.41,1933.19,120220157,12895131248.2,-0.03,4.37,2.13,20230630
USDT,83384488052.59,1.0001,83377712381,43642431673.3,0.01,0.03,-0.05,20230630
BNB,37461938068.72,240.37,155851281,626872820.49,-0.14,3.06,-1.72,20230630
XRP,24770487291.0,0.474,52254289650,1261905827.25,-0.27,-0.14,-4.54,20230630
ADA,10027878304.91,0.287,34945691293,517537042.11,-0.28,4.13,-3.21,20230630
DOGE,9306051700.07,0.06648,139985746384,489091093.29,-0.28,4.84,-2.49,20230630
LTC,7924370664.93,108.17,73261652,3377766238.35,0.7,27.59,18.59,20230630
SOL,7560904894.87,18.9,400104587,1120379648.19,-1.25,5.16,10.19,20230630
DOT,6207591448.4,5.1717,1200299259,228375938.44,0.17,3.72,1.4,20230630
BTC,593974448099.11,30590.08,19417225,9086606733.0,0.03,0.37,0.14,20230701
ETH,231369563103.66,1924.57,120219088,5136809625.32,0.11,-0.45,2.59,20230701
USDT,83352427147.38,1.0001,83341708027,19795362800.93,-0.01,0.01,-0.04,20230701
BNB,38613586662.35,247.76,155851128,603755323.06,0.08,3.07,4.69,20230701
XRP,24743578324.4,0.4735,52254289650,737421634.45,0.1,-0.11,-2.83,20230701
ADA,10216029595.18,0.2923,34945664280,227531986.64,0.23,1.88,0.8,20230701
DOGE,9586915199.96,0.06848,139999196384,635045705.73,0.31,3.01,2.6,20230701
LTC,7856606221.85,107.23,73269277,1853573625.83,1.64,-0.87,19.48,20230701
SOL,7478509362.19,18.68,400264826,349552752.22,1.48,-1.13,12.2,20230701
DOT,6423074516.08,5.3497,1200631387,175093624.54,0.53,3.44,6.84,20230701
BTC,594601955892.82,30620.77,19418256,10533418042.02,-0.12,0.1,0.46,20230702
ETH,232916432171.5,1937.44,120218755,6343966489.66,-0.28,0.67,1.94,20230702
USDT,83348827222.4,1.0001,83341708027,20337659643.49,0.0,0.0,-0.04,20230702
BNB,38379537599.77,246.26,155850983,519491310.81,-0.25,-0.61,3.08,20230702
XRP,25316849467.23,0.4845,52254289650,1154671474.36,-0.03,2.32,-1.18,20230702
ADA,10207186400.62,0.2921,34949540148,193472137.59,-0.01,-0.1,-0.09,20230702
DOGE,9526111339.95,0.06804,140012546384,374040291.37,-0.43,-0.64,1.91,20230702
LTC,8296138882.11,113.22,73276252,1783628931.85,0.68,5.58,28.25,20230702
SOL,7798827845.66,19.45,400893916,497231249.56,-0.11,4.12,14.63,20230702
DOT,6607838028.58,5.5019,1201007015,161274627.29,0.25,2.84,5.91,20230702
BTC,605031166919.11,31156.44,19419137,15271884873.11,0.06,1.75,2.92,20230703
ETH,235075381096.91,1955.39,120219234,7858509087.49,-0.04,0.93,5.16,20230703
USDT,83341568233.78,0.9999,83341708027,26282530168.57,0.01,-0.01,-0.02,20230703
BNB,38398871172.75,246.38,155850819,669962148.12,-0.08,0.05,4.34,20230703
XRP,25580925462.56,0.4895,52254289650,1059955640.83,0.14,1.04,2.13,20230703
ADA,10357140678.04,0.2963,34953561127,196367871.47,-0.13,1.46,5.69,20230703
DOGE,9571213659.88,0.06835,140025986384,265466622.14,0.1,0.46,5.57,20230703
LTC,7837369940.78,106.95,73283589,1154666410.23,0.56,-5.54,22.54,20230703
SOL,7713395148.5,19.24,400892900,324227812.44,0.9,-1.1,18.26,20230703
DOT,6510702521.9,5.4193,1201389848,154150961.21,0.19,-1.5,7.81,20230703
BTC,597702171825.95,30777.58,19420050,12810828427.35,-0.14,-1.22,0.29,20230704
ETH,232820313728.45,1936.63,120219083,5683423775.56,-0.29,-0.96,2.48,20230704
USDT,83377850487.8,1.0003,83352722600,20970952941.57,-0.01,0.03,0.01,20230704
BNB,37792676975.84,242.49,155850643,439591634.5,-0.18,-1.58,2.11,20230704
XRP,25491811753.66,0.4878,52254289650,841667226.28,-0.15,-0.35,0.83,20230704
ADA,10228605909.49,0.2926,34955906795,234604742.98,-0.75,-1.25,2.13,20230704
DOGE,9654428029.68,0.06894,140039656384,493149432.14,-0.1,0.86,5.18,20230704
SOL,7674364999.81,19.14,400891902,345225951.49,-1.67,-0.51,15.18,20230704
LTC,7674369322.53,104.71,73290964,795208399.31,-1.42,-2.09,18.99,20230704
DOT,6423562280.41,5.3472,1201290135,130405132.26,-0.25,-1.33,4.93,20230704
BTC,592615228830.79,30514.17,19420987,12481622279.55,0.26,-0.86,1.42,20230705
ETH,229686223069.99,1910.59,120217555,6034088075.03,0.1,-1.34,4.52,20230705
USDT,83363661744.01,1.0001,83355853919,21584664810.23,-0.02,-0.02,0.01,20230705
BNB,37260898041.84,239.08,155850468,455501208.51,0.04,-1.41,3.66,20230705
XRP,24991780175.78,0.4783,52254289650,950150566.02,0.01,-1.96,2.81,20230705
ADA,9943943754.76,0.2845,34955866829,231548974.62,0.25,-2.78,6.48,20230705
DOGE,9388214906.46,0.06703,140053076384,313972995.8,0.25,-2.77,7.08,20230705
SOL,7622014293.03,18.99,401309375,260416080.97,0.86,-0.79,18.8,20230705
LTC,7527241566.8,102.69,73297777,1061933634.29,0.61,-1.93,23.64,20230705
DOT,6259191214.86,5.2091,1201584844,120050685.18,0.24,-2.58,6.68,20230705
